RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,Setting,Treatment,Season,Design,TreatmentDuration,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,Direction,d,l_95,u_95,v,Calculation,Beta (estimate),l95CI,U95CI,SE,t,T,Z,F,X2,H,U,p,Details
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,A,8,8,3,5,o,25,Behaviour,ParentalCare,Provisioning,per nesting provisioning rate,1,-0.5046,-1.71,0.7008,0.37824,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,A,8,8,3,5,p,25,Behaviour,ParentalCare,Provisioning,nest provisioning rate,1,-2.1784,-3.9639,-0.3929,0.829922,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,A,8,8,3,5,p,25,Behaviour,ParentalCare,Provisioning,per nesting provisioning rate,1,-1.9893,-3.721,-0.2575,0.780657,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,A,6,6,3,3,q,25,Behaviour,ParentalCare,Provisioning,nest provisioning rate,1,0.2592,-1.3478,1.8662,0.672264,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,A,6,6,3,3,q,25,Behaviour,ParentalCare,Provisioning,per nesting provisioning rate,1,0.0314,-1.569,1.6318,0.666749,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Swainson's thrush,Catharus ustulatus,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,A,3,3,1,2,r,25,Behaviour,ParentalCare,Provisioning,nest provisioning rate,1,-4,-8.0008,0.0008,4.166667,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Swainson's thrush,Catharus ustulatus,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,A,3,3,1,2,r,25,Behaviour,ParentalCare,Provisioning,per nesting provisioning rate,1,3.6154,-0.1437,7.3745,3.678501,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,asymptotic chick mass,1,0.0325,-0.9152,0.9802,0.233796,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,chick growth rate,1,-0.8763,-1.8663,0.1136,0.255098,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,chick mass inflection,1,2.6643,1.3776,3.9509,0.430945,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,asymptotic chick wing length,1,-0.2129,-1.1631,0.7373,0.235025,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,chick wing growth rate,1,0.4656,-0.4941,1.4254,0.239789,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,chick wing inflection,1,0.5059,-0.456,1.4678,0.240875,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,asymptotic chick tarsus length,1,-0.1268,-1.0753,0.8218,0.234213,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,chick tarsus growth rate,1,0,-0.9476,0.9476,0.23766,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dusky flycatcher,Empidonax oberholseri,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,o,26,Physiology,Condition,Growth,chick tarsus inflection,1,0.8617,-0.1269,1.8502,0.254391,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,asymptotic chick mass,1,2.001,0.266,3.7359,0.78358,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,chick growth rate,1,-0.1711,-1.6049,1.2627,0.535163,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,chick mass inflection,1,2.1369,0.3635,3.9104,0.818741,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,asymptotic chick wing length,1,1.7417,0.0752,3.4081,0.722923,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,chick wing growth rate,1,-1.7707,-3.445,-0.0969,0.729291,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,chick wing inflection,1,3.4497,1.2348,5.6647,1.277116,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,asymptotic chick tarsus length,1,3.2558,1.1125,5.3992,1.195859,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,chick tarsus growth rate,1,-2.6317,-4.5582,-0.7051,0.966193,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Chipping sparrow,Spizella passerina,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,8,8,3,5,p,26,Physiology,Condition,Growth,chick tarsus inflection,1,4.7921,2.0421,7.542,1.96857,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,asymptotic chick mass,1,-0.6818,-2.3279,0.9644,0.705402,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,chick growth rate,1,-4.0241,-6.807,-1.2411,2.016109,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,chick mass inflection,1,1.1435,-0.5826,2.8697,0.775641,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,asymptotic chick wing length,1,0.0455,-1.555,1.646,0.666839,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,chick wing growth rate,1,-0.1487,-1.7512,1.4539,0.668508,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,chick wing inflection,1,-0.4546,-2.0754,1.1663,0.683886,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,asymptotic chick tarsus length,1,0.2889,-1.3197,1.8975,0.673621,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,chick tarsus growth rate,1,0.7238,-0.928,2.3757,0.710329,ESM table S2,,,,,,,,,,,,,
214,KJM,LaMann,2016,Dark-eyed junco,Junco hyemalis,Y,,,mixed,Field,A,breeding,among,5 weeks,after,Blank,both,N,6,6,3,3,q,26,Physiology,Condition,Growth,chick tarsus inflection,1,-2.5672,-4.7283,-0.406,1.215855,ESM table S2,,,,,,,,,,,,,
251,KJM,Suzuki,2015,Japanese great tit,Parus minor,N,mobbing call rat snake,Elaphe climacophora,Reptile,Field,A,breeding,within,1 minute,during,disturbance,F,A,18,18,18,18,s,30,Behaviour,ParentalCare,Incubation,probability of response during incubation (leaving nextbox),-1,0.8876,0.0351,1.7401,0.189172,Figure2,,,,,,,,,,,,,
251,KJM,Suzuki,2015,Japanese great tit,Parus minor,N,mobbing call jungle crow,Corvus macrorhynchos,Bird,Field,A,breeding,within,1 minute,during,disturbance,F,A,18,18,18,18,s,30,Behaviour,ParentalCare,Incubation,probability of response during incubation (leaving nextbox),-1,0.3609,-0.5283,1.25,0.205795,Figure2,,,,,,,,,,,,,
632,KJM,Gerard,2015,Wedge-tailed shearwater,Puffinus pacificu,N,rat,Ratus ratus,Mammal,Field,O,breeding,within,7.5 minutes,during,disturbance,both,A,100,200,100,100,t,31,Behaviour,AntiPredator,Avoidance,predator avoidance,1,-0.1325,-0.5655,0.3005,0.04881,calculated from raw counts in text using frequency distribution tab in ES calculator,,,,,,,,,,,,,
4,KJM,Abbey-Lee,2018,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,M,A,294,384,147,147,u,32,Behaviour,EPP,EPP,probability of EPY,1,-0.01822,,,,from Table 2: converted as Beta/pooled(SD),,,,,,,,,,,,,
4,KJM,Abbey-Lee,2018,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,F,A,286,384,143,143,v,32,Behaviour,EPP,EPP,probability of EPY,1,-0.04132,,,,from Table 2: converted as Beta/pooled(SD),,,,,,,,,,,,,
4,KJM,Abbey-Lee,2018,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,M,A,294,384,147,147,u,32,Behaviour,EPP,EPP,Number of EPP,1,-0.02571,,,,from Table 2: converted as Beta/pooled(SD),,,,,,,,,,,,,
4,KJM,Abbey-Lee,2018,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,F,A,286,384,143,143,v,32,Behaviour,EPP,EPP,Number of EPP,1,0.009571,,,,from Table 2: converted as Beta/pooled(SD),,,,,,,,,,,,,
4,KJM,Abbey-Lee,2018,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,F,A,286,384,143,143,v,33,LifeHistory,reproduction,ClutchSize,clutch size,1,0,-0.2318,0.2318,0.013986,"provided in text, assumed individuals balanced across treatments",,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,within,10 seconds,after,NonPred,both,A,50,100,50,50,w,37,Behaviour,CostlyBehaviours,Courtship,number of songs,1,-0.31847,,,,"from Table 1: interaction estimate, beta/sd",,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,within,10 seconds,after,NonPred,both,A,50,100,50,50,w,38,Behaviour,AntiPredator,Mobbing,number of alarms,1,0.355563,,,,"from Table 1: interaction estimate, beta/sd",,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,during,NonPred,both,A,657,657,331,326,x,39,Behaviour,AntiPredator,Avoidance,"predator avoidance, number of birds",-1,-0.0809,-0.2339,0.0721,0.006094,Figure2,,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,both,A,763,763,373,390,x,39,Behaviour,AntiPredator,Avoidance,"predator avoidance, number of birds",-1,-0.2543,-0.3968,-0.1117,0.005287,Figure2,,,,,,,,,,,,,
5,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,non-breeding,within,3 weeks,after,NonPred,both,A,143,143,67,76,y,40,Behaviour,AntiPredator,Avoidance,recapture probability,-1,0.2311,-0.627,0.625,0.040377,values in text,,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,during,NonPred,both,A,657,657,331,326,x,40,Behaviour,AntiPredator,Mobbing,alarms per bird,1,0.0612,-0.0917,0.2142,0.006091,Figure2,,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,both,A,763,763,373,390,x,40,Behaviour,AntiPredator,Mobbing,alarms per bird,1,0.1422,0.0001,0.2844,0.005258,Figure2,,,,,,,,,,,,,
5,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,non-breeding,within,3 weeks,after,NonPred,both,A,92,92,43,49,y,41,Physiology,Condition,Mass,body mass (g),1,-0.2692,-0.6806,0.1422,0.044058,Figure1,,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,during,NonPred,both,A,657,657,331,326,x,41,Behaviour,CostlyBehaviours,Courtship,songs per bird,1,-0.1186,-0.2717,0.0345,0.006099,Figure2,,,,,,,,,,,,,
8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,breeding,among,4 months,after,NonPred,both,A,763,763,373,390,x,41,Behaviour,CostlyBehaviours,Courtship,songs per bird,1,-0.0262,-0.1681,0.1158,0.005246,Figure2,,,,,,,,,,,,,
5,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,Field,A,non-breeding,within,3 weeks,after,NonPred,both,A,92,92,43,49,y,42,Behaviour,CostlyBehaviours,Activity,exploration,1,-0.3599,-0.7727,0.0529,0.044368,Figure1,,,,,,,,,,,,,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,after,NonPred,M,A,22,44,22,22,1,43,Behaviour,CostlyBehaviours,Aggression,SoftSong,1,-0.0981,-0.6894,0.4932,0.091,SuplementData,,,,,0.36,,,,,,,0.71,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,after,NonPred,M,A,22,44,22,22,1,43,Behaviour,CostlyBehaviours,Aggression,LoudSong,1,-0.3118,-0.9063,0.2827,0.092,SuplementData,,,,,1.51,,,,,,,0.15,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,after,NonPred,M,A,22,44,22,22,1,43,Behaviour,CostlyBehaviours,Aggression,WingWaves,1,-0.3603,-0.956,0.2355,0.0924,SuplementData,,,,,1.37,,,,,,,0.19,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,after,NonPred,M,A,22,44,22,22,1,43,Behaviour,CostlyBehaviours,Aggression,ChippingBouts,1,0.6075,0.003,1.2119,0.0951,SuplementData,,,,,,,3.11,,,,,0.002,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,during,NonPred,M,A,22,44,22,22,1,44,Behaviour,CostlyBehaviours,Aggression,SoftSong,1,-0.7312,-1.3416,-0.1208,0.097,SuplementData,,,,,0.36,,,,,,,0.71,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,during,NonPred,M,A,22,44,22,22,1,44,Behaviour,CostlyBehaviours,Aggression,LoudSong,1,-0.4882,-1.0879,0.1115,0.0936,SuplementData,,,,,1.51,,,,,,,0.15,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,during,NonPred,M,A,22,44,22,22,1,44,Behaviour,CostlyBehaviours,Aggression,WingWaves,1,-0.7017,-1.3105,-0.0928,0.0965,SuplementData,,,,,1.37,,,,,,,0.19,
899,JDAT,Akcay,2016,Song sparrow,Melospiza melodia,N,Cooper's hawk,Accipiter cooperi,Bird,Field,A,breeding,within,1 min,during,NonPred,M,A,22,44,22,22,1,44,Behaviour,CostlyBehaviours,Aggression,ChippingBouts,1,0.5526,-0.0495,1.1548,0.0944,SuplementData,,,,,,,3.11,,,,,0.002,
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,migration,among,8 days,after,Blank,M,A,24,192,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day,1,0.0931,-0.19,0.3761,0.0209,Fig2,,,,,,,,,,1.69,,0.43,
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,non-breeding,among,8 days,after,disturbance,M,A,24,192,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day,1,-0.4092,-0.695,-0.1234,0.0213,Fig2,,,,,,,,,,6.54,,0.04,Main effect on the disturbance more than in predator
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,migration,among,8 days,after,Blank,M,A,24,192,12,12,2,46,Behaviour,CostlyBehaviours,Activity,Night,1,0.4273,0.1215,0.7332,0.0244,Fig2,,,,,,,,,,10.16,,<0.01,
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,migration,among,8 days,after,disturbance,M,A,24,192,12,12,2,46,Behaviour,CostlyBehaviours,Activity,Night,1,0.4745,0.1678,0.7811,0.0245,Fig2,,,,,,,,,,10.16,,<0.01,
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,migration,among,2 days,after,Blank,M,A,24,192,12,12,2,47,Behaviour,Intake,Foraging,FoodIntake,1,1.0119,0.1621,1.8617,0.188,Fig3,5.71,,,1.9028,,,,,,,,,
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,migration,among,2 days,after,disturbance,M,A,24,192,12,12,2,47,Behaviour,Intake,Foraging,FoodIntake,1,1.2786,0.4005,2.1567,0.200726,Fig3,4.103,,,1.7292,,,,,,,,,
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,non-breeding,among,8 days,after,Blank,M,A,24,192,12,12,2,48,Physiology,Condition,Mass,FuelDepositionRate,1,-0.2743,-0.6185,0.0699,0.0308,Fig4,,,,,,,,,,5.06,,0.08,Multiple species analysed together and multiple types of mobbing calls 
19,JDAT,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VG,non-breeding,among,8 days,after,disturbance,M,A,24,192,12,12,2,48,Physiology,Condition,Mass,FuelDepositionRate,1,0.0572,-0.2855,0.3998,0.0306,Fig4,,,,,,,,,,5.06,,0.08,Multiple species analysed together and multiple types of mobbing calls 
29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian pygmy owl,Glaucidium passerinum,Bird,Lab,AVM,non-breeding,within,20 sec,after,Blank,both,A,12,23,11,12,3,49,Behaviour,AntiPredator,Avoidance,ProportionShelterForaging,1,0.4637,-0.3653,1.2928,0.1789,"Fig2a, raw data",-0.0146,,,0.2655,,,,,,,,,
29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,AVG,non-breeding,within,5 sec,after,Blank,both,A,12,24,12,12,3,49,Behaviour,AntiPredator,Avoidance,ProportionShelterForaging,1,0.5524,-0.2629,1.3677,0.173,"Fig2a, raw data",0.0245,,,0.3159,,,,,,,,,
29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian pygmy owl,Glaucidium passerinum,Bird,Lab,AVM,non-breeding,within,20 sec,after,Blank,both,A,12,23,11,12,3,50,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,0.012,-0.8061,0.8301,0.1742,"Fig2b, raw data",0.01563,,,0.9515,,,,,,,,,
29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,AVG,non-breeding,within,5 sec,after,Blank,both,A,12,24,12,12,3,50,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,0.9431,0.0996,1.7866,0.1852,"Fig2b, raw data",-0.11198,,,0.6557,,,,,,,,,
355,JDAT,Amo,2011,Great tit,Parus major,N,Ferret,Mustela furo,Mammal,Lab,O,non-breeding,among,60 min,during,NonPred,both,A,29,58,14,14,4,51,Physiology,Condition,Mass,BodyWeightLoss,-1,0.3766,-0.2825,1.0357,0.113081,"Fig1a, Table 1",,,,,,,,0.88,,,,0.36,
355,JDAT,Amo,2011,Great tit,Parus major,N,Ferret,Mustela furo,Mammal,Lab,O,non-breeding,among,60 min,during,NonPred,both,A,29,58,14,14,4,52,Physiology,Condition,Stress,RMR (KJ 24/h),1,0.011,-0.6423,0.6643,0.111113,"Fig1b, Table 1",,,,,,,,0.16,,,,0.7,
355,JDAT,Amo,2011,Great tit,Parus major,N,Ferret,Mustela furo,Mammal,Lab,O,non-breeding,among,60 min,during,NonPred,both,A,27,54,13,13,4,53,Physiology,Condition,Stress,OxygenConsumptionFirstExp,1,-0.1966,-1.2372,0.8439,0.2819,"Fig2a, Table 1",,,,,,,,,,,,,
355,JDAT,Amo,2011,Great tit,Parus major,N,Ferret,Mustela furo,Mammal,Lab,O,non-breeding,among,60 min,during,NonPred,both,A,27,54,13,13,4,54,Physiology,Condition,Stress,OxygenConsumptionSecExp,1,0,-0.9894,0.9894,0.2548,"Fig2a, Table 1",,,,,,,,,,,,,
355,JDAT,Amo,2011,Great tit,Parus major,N,Ferret,Mustela furo,Mammal,Lab,O,non-breeding,among,60 min,during,NonPred,both,A,27,54,13,13,4,55,Physiology,Condition,Stress,BodyTemperatureFirstExp,1,-0.299,-1.3891,0.791,0.3093,"Fig2b, Table 1",,,,,,,,0.003,,,,0.95,
355,JDAT,Amo,2011,Great tit,Parus major,N,Ferret,Mustela furo,Mammal,Lab,O,non-breeding,among,60 min,during,NonPred,both,A,27,54,13,13,4,56,Physiology,Condition,Stress,BodyTemperatureSecondExp,1,-0.3956,-1.488,0.6967,0.3106,"Fig2b, Table 1",,,,,,,,0.003,,,,0.95,
248,JDAT,Amo,2011,Great tit,Parus major,N,Ferret,Mustela furo,Mammal,Lab,O,non-breeding,among,90 min,during,NonPred,both,A,20,40,20,20,5,57,Behaviour,AntiPredator,Avoidance,SleepingInTreatmentBox,-1,0.1386,-0.6292,0.9063,0.153429,"Table1, sleep in treatment or not",,,,,,,,,17.86,,,<0.0001,
181,JDAT,Amo,2015,House finch,Haemorhous mexicanus,N,Common Opossum,Didelphis marsupialis,Mammal,Lab,O,non-breeding,among,5 min,after,NonPred,both,A,20,20,10,10,6,58,Behaviour,AntiPredator,Avoidance,ChoosingTreatmentChamber,-1,-1.3537,-2.5997,-0.1077,0.404137,Fig2,,,,,,,-2.13,,,,,0.03,
230,JDAT,Van Der Veen,1999,Yellowhammer,Emberiza citrinella,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VM,non-breeding,among,5 days,after,disturbance,M,A,20,61,16,7,7,59,Physiology,Condition,Mass,MassChange,-1,-1.7631,-2.6862,-0.84,0.2218,Fig3a,,,,,,,,26.38,,,,0.0002,Comparison between diference of BA of Control and Predator
147,JDAT,Parejo,2011,Little owl,Athene noctua,N,Spanish Montpellier snake,Malpolon monspessulanus,Reptile,Field,V,breeding,within,15 days,after,disturbance,both,E,36,66,14,41,41,60,LifeHistory,reproduction,EggSize,EggMass,1,1.4875,0.8201,2.1548,0.115934,"Results section, raw data",,,,,,,,,,,,,
230,JDAT,Van Der Veen,1999,Yellowhammer,Emberiza citrinella,N,Eurasian sparrowhawk,Accipiter nisus,Bird,Lab,VM,non-breeding,among,5 days,after,disturbance,M,A,20,61,16,7,7,60,Behaviour,Intake,Foraging,LatencyToResumeFeeding,-1,1.6641,0.5555,2.7726,0.3199,Fig3b,,,,,,,,23.5,,,,0.0003,Comparison between diference of BA of Control and Predator
