complete,RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,PredTo,Setting,Treatment,Season,Design,TreatmentDuration,duration_days,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,PredictedDirection,Direction,d,l_95,u_95,v,Calculation,Control_mean,Control_se,Control_sd,Treatment_mean,Treatment_se,Treatment_sd,control_median,control_lowerquartile,control_upperquartile,treament_median,treament_lowerquartile,treatment_upperquartile,Beta_estimate,Beta_se,Beta_sd,l95CI,U95CI,SE,t,T,Z,F,Wald,X2,H,U,p,Details
y,8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,breeding,among,4 months,122,after,NonPred,both,A,763,763,373,390,x,39,Behaviour,AntiPredator,Avoidance,"predator avoidance, number of birds",1,-1,-0.2543,-0.3968,-0.1117,0.005287,Figure 2,2.51,0.12,,1.98,0.07,,,,,,,,,,,,,,,,,,,,,,,
y,5,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,non-breeding,within,3 weeks,21,after,NonPred,both,A,143,143,67,76,y,40,Behaviour,AntiPredator,Avoidance,recapture probability,1,-1,0.1579,-0.2395,0.5553,0.040377,values in text - used binary proportions calculator,0.67,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,
y,8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,breeding,among,4 months,122,during,NonPred,both,A,657,657,331,326,x,40,Behaviour,AntiPredator,Mobbing,alarms per bird,1,1,0.0612,-0.0917,0.2142,0.006091,Figure 2,2.86,0.53,,3.75,0.97,,,,,,,,,,,,,,,,,,,,,,,
y,8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,breeding,among,4 months,122,after,NonPred,both,A,763,763,373,390,x,40,Behaviour,AntiPredator,Mobbing,alarms per bird,1,1,0.1422,0.0001,0.2844,0.005258,Figure2,1.97,0.38,,3.75,0.81,,,,,,,,,,,,,,,,,,,,,,,
y,5,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,non-breeding,within,3 weeks,21,after,NonPred,both,A,92,92,43,49,y,41,Physiology,Condition,Mass,body mass (g),-1,1,-0.2692,-0.6806,0.1422,0.044058,"Table 2, interaction estimate",,,,,,,,,,,,,-0.14,0.114795918,,,,,,,,,,,,,,
y,8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,breeding,among,4 months,122,during,NonPred,both,A,657,657,331,326,x,41,Behaviour,CostlyBehaviours,Courtship,songs per bird,-1,1,-0.1186,-0.2717,0.0345,0.006099,Figure2,7.53,0.54,,7.16,0.83,,,,,,,,,,,,,,,,,,,,,,,
y,8,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,breeding,among,4 months,122,after,NonPred,both,A,763,763,373,390,x,41,Behaviour,CostlyBehaviours,Courtship,songs per bird,-1,1,-0.0262,-0.1681,0.1158,0.005246,Figure2,8.73,0.58,,7.1,0.92,,,,,,,,,,,,,,,,,,,,,,,
y,5,KJM,Abbey-Lee,2016,Great tit,Parus major,N,sparrowhawk,Accipiter_nisus,Bird,A,Field,A,non-breeding,within,3 weeks,21,after,NonPred,both,A,92,92,43,49,y,42,Behaviour,CostlyBehaviours,Activity,exploration,-1,1,-0.3599,-0.7727,0.0529,0.044368,"Table 2, interaction estimate",,,,,,,,,,,,,-0.03,0.015306122,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day1,-1,1,-0.486,-1.2379,0.3807,0.170494,Fig2,3622.710623,1150.18315,,2180.758017,857.1428571,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day2,-1,1,-0.5516,-1.3668,0.2636,0.173005,Fig2,1139.194139,695.970696,,230.3206997,96.20991254,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day3,-1,1,-0.4936,-1.3058,0.3184,0.171742,Fig2,1014.652015,673.992674,,230.3206997,69.97084548,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day4,-1,1,-0.8,-1.6316,0.0315,0.0180002,Fig2,985.3479853,446.8864469,,142.8571429,43.73177843,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day5,-1,1,-0.2897,-1.094,0.5146,0.168415,Fig2,765.5677656,307.6923077,,466.4723032,314.8688047,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day6,-1,1,-0.4804,-1.292,0.3312,0.171475,Fig2,787.5457875,344.3223443,,379.0087464,113.7026239,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day7,-1,1,-0.7539,-1.5819,0.0742,0.178506,Fig2,1029.304029,424.9084249,,265.3061224,78.71720117,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,45,Behaviour,CostlyBehaviours,Activity,Day8,-1,1,-0.6854,-1.5087,0.1379,0.176453,Fig2,677.6556777,263.7362637,,239.0670554,69.97084548,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,Blank,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day1",-1,1,0.4346,-0.375,1.2441,0.170601,Fig4,0.060632603,0.021411192,,0.089950739,0.019211823,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,Blank,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day2",-1,1,0.1943,-0.6078,0.9963,0.167453,Fig4,0.090316302,0.016788321,,0.099802956,0.012315271,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,Blank,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day3",-1,1,-1.1818,-2.049,-0.3147,0.195766,Fig4,0.068418491,0.010462287,,0.013103448,0.016995074,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,Blank,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day4",-1,1,-0.4324,-1.2419,0.377,0.70562,Fig4,0.038978102,0.008759124,,0.023448276,0.012561576,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,Blank,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day5",-1,1,-0.4859,-1.2978,0.326,0.17585,Fig4,0.014890511,0.007785888,,0.00226601,0.007881773,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,Blank,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day6",-1,1,0.1977,-0.6044,0.9998,0.167481,Fig4,0,0,,0.002512315,0.005418719,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day1",-1,1,0.964,0.1187,1.8094,0.18029,Fig4,0.028128079,0.019458128,,0.089950739,0.019211823,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day2",-1,1,0.7297,-0.0966,1.5561,0.17776,Fig4,0.060394089,0.019458128,,0.099802956,0.012315271,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day3",-1,1,-0.2579,-1.0614,0.5456,0.168052,Fig4,0.024433498,0.007881773,,0.013103448,0.016995074,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day4",-1,1,-0.5044,-1.3171,0.3084,0.171966,Fig4,0.044876847,0.013054187,,0.023448276,0.012561576,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day5",-1,1,-4.9081,-6.5106,-3.3056,0.668528,Fig4,0.017536946,0.012807882,,0.00226601,0.007881773,,,,,,,,,,,,,,,,,,,,,,,
y,19,JDAT/KJM,Fransson,1997,Eurasian blackcap,Sylvia atricapilla,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VG,non-breeding,among,8 days,8,after,disturbance,M,A,24,24,12,12,2,48,Physiology,Condition,Mass,"FuelDepositionRate, day6",-1,1,0.1977,-0.6044,0.9998,0.167481,Fig4,0,0,,0.002512315,0.005418719,,,,,,,,,,,,,,,,,,,,,,,
y,29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian pygmy owl,Glaucidium passerinum,Bird,A,Lab,AVM,non-breeding,within,20 sec,0.000462963,after,Blank,both,A,12,23,11,12,3,49,Behaviour,AntiPredator,Avoidance,ProportionShelterForaging,1,1,0.04733,-0.3562,1.3027,0.179111,Fig2a means and se,0.01529,0.11337,,0.16051,0.06497,,,,,,,,,,,,,,,,,,,,,,,
y,29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,AVG,non-breeding,within,5 sec,0.000115741,after,Blank,both,A,12,24,12,12,3,49,Behaviour,AntiPredator,Avoidance,ProportionShelterForaging,1,1,0.813,-0.196,1.6455,0.180436,Fig2a means and se,0.01529,0.11337,,0.28153,0.08153,,,,,,,,,,,,,,,,,,,,,,,
y,29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian pygmy owl,Glaucidium passerinum,Bird,A,Lab,AVM,non-breeding,within,20 sec,0.000462963,after,Blank,both,A,12,23,11,12,3,50,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,1,0.0124,-0.8058,0.8305,0.174246,fig 2b means and se,0.02374,0.03925,,0.02542,0.04486,,,,,,,,,,,,,,,,,,,,,,,
y,29,JDAT,Kullberg,1998,Willow tit,Parus montanus,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,AVG,non-breeding,within,5 sec,0.000115741,after,Blank,both,A,12,24,12,12,3,50,Behaviour,AntiPredator,Vigilance,ScanningFrequency,1,1,0.9373,0.0943,1.7802,0.184969,fig 2b means and se,0.02374,0.03925,,0.13196,0.02972,,,,,,,,,,,,,,,,,,,,,,,
y,181,JDAT,Amo,2015,House finch,Haemorhous mexicanus,N,Common Opossum,Didelphis marsupialis,Mammal,N,Lab,O,non-breeding,among,5 min,0.008333333,after,NonPred,both,A,20,20,10,10,6,58,Behaviour,AntiPredator,Avoidance,AvoidingTreatmentChamber,1,1,1.2314,0.0975,2.3654,0.334722,counts from Fig 2,0.3,,,0.8,,,,,,,,,,,,,,,,,-2.13,,,,,,0.03,
y,230,JDAT,Van Der Veen,1999,Yellowhammer,Emberiza citrinella,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VM,non-breeding,among,5 days,5,after,disturbance,M,A,32,64,16,16,7,59,Physiology,Condition,Mass,MassChange,-1,1,-1.8159,-2.6394,-0.9924,0.1765,"F-test calculator, direction from fig 3a",,,,,,,,,,,,,,,,,,,,,,26.38,,,,,0.0002,Comparison between diference of BA of Control and Predator
y,147,JDAT,Parejo,2011,Little owl,Athene noctua,N,Spanish Montpellier snake,Malpolon monspessulanus,Reptile,N,Field,V,breeding,within,15 days,15,after,disturbance,both,E,36,66,14,41,41,60,LifeHistory,reproduction,EggSize,EggVolume,-1,1,1.4875,0.8201,2.1548,0.115934,"Results section, means and s.e.",13,0.13,,14.2,0.21,,,,,,,,,,,,,,,,,,,,,,,
y,230,JDAT,Van Der Veen,1999,Yellowhammer,Emberiza citrinella,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VM,non-breeding,among,5 days,5,after,disturbance,M,A,32,64,16,16,7,60,Behaviour,Intake,Foraging,LatencyToResumeFeeding,-1,-1,1.7139,0.9037,2.5242,0.1709,"F-test calculator, direction from fig 3b",,,,,,,,,,,,,,,,,,,,,,23.5,,,,,0.0003,Comparison between diference of BA of Control and Predator
y,230,JDAT,Van Der Veen,1999,Yellowhammer,Emberiza citrinella,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Lab,VM,non-breeding,among,5 days,5,after,disturbance,M,A,32,64,16,16,7,60,Physiology,Condition,Mass,RateMassChange,-1,1,-0.9213,-1.6501,-0.1925,0.1383,"F-test calculator, direction from figure 3c",,,,,,,,,,,,,,,,,,,,,,6.79,,,,,0.0208,Comparison between diference of BA of Control and Predator
y,211,JDAT,Ghalambor,2000,Red-breasted nuthatch,Sitta canadensis,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,10,20,10,10,8,61,Behaviour,ParentalCare,Incubation,TimeToIncubationFeeding,-1,-1,1.4641,0.4771,2.4511,0.253589,Fig1a,4.093,1.2093,,20.0698,5,,,,,,,,,,,,,,,,,,,,,,,
y,211,JDAT,Ghalambor,2000,Red-breasted nuthatch,Sitta canadensis,N,House Wren,Troglodytes aedon,Bird,N,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,10,20,10,10,8,61,Behaviour,ParentalCare,Incubation,TimeToIncubationFeeding,-1,-1,0.8914,-0.0277,1.8104,0.219863,Fig1a,4.093,1.2093,,8.3253,1.8837,,,,,,,,,,,,,,,,,,,,,,,
y,211,JDAT,Ghalambor,2000,White-breasted nuthatch,Sitta carolinensis,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,9,18,9,9,9,61,Behaviour,ParentalCare,Incubation,TimeToIncubationFeeding,-1,-1,0.6198,-0.3261,1.5657,0.232893,Fig1a,4.9302,1.814,,10.1395,3.7907,,,,,,,,,,,,,,,,,,,,,,,
y,211,JDAT,Ghalambor,2000,White-breasted nuthatch,Sitta carolinensis,N,House Wren,Troglodytes aedon,Bird,N,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,9,18,9,9,9,61,Behaviour,ParentalCare,Incubation,TimeToIncubationFeeding,-1,-1,2.0627,0.9192,3.2063,0.340412,Fig1a,4.9302,1.814,,20.5581,3.3256,,,,,,,,,,,,,,,,,,,,,,,
y,211,JDAT,Ghalambor,2000,Red-breasted nuthatch,Sitta canadensis,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,10,20,10,10,8,61,Behaviour,ParentalCare,Incubation,AbortedVisits (interruption of incubation),-1,-1,2.086,0.9969,3.1751,0.308785,Fig1b,0,0,,1.3169,0.2976,,,,,,,,,,,,,,,,,,,,,,,
y,211,JDAT,Ghalambor,2000,Red-breasted nuthatch,Sitta canadensis,N,House Wren,Troglodytes aedon,Bird,N,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,10,20,10,10,8,61,Behaviour,ParentalCare,Incubation,AbortedVisits (interruption of incubation),-1,-1,0.7117,-0.1921,1.6156,0.212665,Fig1b,0,0,,0.207,0.1371,,,,,,,,,,,,,,,,,,,,,,,
y,211,JDAT,Ghalambor,2000,White-breasted nuthatch,Sitta carolinensis,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,9,18,9,9,9,61,Behaviour,ParentalCare,Incubation,AbortedVisits (interruption of incubation),-1,-1,0.4891,-0.4486,1.4267,0.228867,Fig1b,0,0,,0.1164,0.119,,,,,,,,,,,,,,,,,,,,,,,
y,211,JDAT,Ghalambor,2000,White-breasted nuthatch,Sitta carolinensis,N,House Wren,Troglodytes aedon,Bird,N,Field,AV,breeding,among,30 min,0.041666667,after,NonPred,M,A,9,18,9,9,9,61,Behaviour,ParentalCare,Incubation,AbortedVisits (interruption of incubation),-1,-1,2.0616,0.9183,3.205,0.340289,Fig1b,0,0,,1.1203,0.2717,,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Blue petrel,Halobaena caerulea,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,Blank,both,A,22,44,22,22,10,62,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-1.252,-1.8983,-0.6058,0.1087,Fig4,15.7509,,5.5174,9.272,,4.8077,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Blue petrel,Halobaena caerulea,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,NonPred,both,A,22,66,22,22,10,63,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-1.0632,-1.6062,-0.5202,0.0767,Fig4,15.7509,,6.5934,9.272,,4.8077,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Thin-billed prion,Pachyptila belcheri,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,Blank,both,A,15,30,15,15,11,64,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-1.3432,-2.1355,-0.551,0.1634,Fig4,18.415,,5.8789,11.6427,,4.0345,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Thin-billed prion,Pachyptila belcheri,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,NonPred,both,A,15,45,15,15,11,65,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-1.1138,-1.775,-0.4527,0.1138,Fig4,18.5014,,5.6773,11.6427,,4.0345,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Common diving petrel,Pelecanoides urinatrix,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,Blank,both,A,24,48,24,24,12,66,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.7065,-1.2897,-0.1234,0.0885,Fig4,4.7816,,2.4751,3.1724,,2.0613,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Common diving petrel,Pelecanoides urinatrix,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,NonPred,both,A,24,72,24,24,12,67,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.6721,-1.1743,-0.17,0.0656,Fig4,4.3602,,2.4061,3.1724,,2.0613,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Antarctic prion,Pachyptila desolata,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,Blank,both,A,14,28,14,14,13,68,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.6046,-1.3622,0.1529,0.1494,Fig4,7.071,,3.3468,5.2089,,2.787,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Antarctic prion,Pachyptila desolata,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,NonPred,both,A,14,42,14,14,13,69,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.4264,-1.0744,0.2216,0.1093,Fig4,6.7424,,3.4807,5.2089,,2.787,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,South Georgia diving-petrel,Pelecanoides georgicus,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,Blank,both,A,21,42,21,21,14,70,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.5301,-1.1455,0.0853,0.0986,Fig4,16.7885,,4.3616,14.6199,,3.8012,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,South Georgia diving-petrel,Pelecanoides georgicus,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,NonPred,both,A,21,63,21,21,14,71,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.0965,-0.6206,0.4276,0.0715,Fig4,14.3031,,3.7768,14.6199,,3.8012,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,White-headed petrel,Pterodroma lessonii,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,Blank,both,A,24,48,24,24,15,72,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,0.1037,-0.4625,0.6699,0.0834,Fig4,6.7771,,4.4458,7.2289,,4.2651,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,White-headed petrel,Pterodroma lessonii,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,NonPred,both,A,24,72,24,24,15,73,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.0213,-0.5113,0.4687,0.0625,Fig4,7.4096,,4.2651,7.2289,,4.2651,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Wilson's storm-petrel,Oceanites oceanicus,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,Blank,both,A,20,40,20,20,16,74,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.3826,-1.008,0.2429,0.1018,Fig4,1.2017,,0.8988,0.8389,,0.9953,,,,,,,,,,,,,,,,,,,,,,
y,903,JDAT,Mougeot,2000,Wilson's storm-petrel,Oceanites oceanicus,N,Brown Skua,"Catharacta antarctica lönnbergi,",Bird,N,Field,A,breeding,among,22 min,0.030555556,during,NonPred,both,A,20,60,20,20,16,75,Behaviour,CostlyBehaviours,Courtship,NMateAttractionCalls,-1,1,-0.0528,-0.5896,0.484,0.075,Fig4,0.9521,,0.9487,0.8389,,0.9953,,,,,,,,,,,,,,,,,,,,,,
y,46,JDAT,Gentle,2001,Great tit,Parus major,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Field,VG,non-breeding,within,3 weeks,21,after,disturbance,both,A,40,80,40,40,17,76,Behaviour,Intake,Foraging,LatencyResume,-1,-1,1.3754,0.888,1.8627,0.061823,Table 2,22.35,1.04,,64.55,6.87,,,,,,,,,,,,,,,,,,,,,,,
y,46,JDAT,Gentle,2001,Great tit,Parus major,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Field,VG,non-breeding,within,3 weeks,21,after,disturbance,both,A,40,80,40,40,17,76,Behaviour,Intake,Foraging,LatencyResumeNormalRate,-1,-1,1.0703,0.6017,1.5389,0.05716,Table 2,60.9,2.62,,151.6,19.01,,,,,,,,,,,,,,,,,,,,,,,
y,46,JDAT,Gentle,2001,Great tit,Parus major,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Field,VG,non-breeding,within,3 weeks,21,after,disturbance,F,J,6,6,3,3,17,77,Physiology,Condition,Mass,ResidualFatReserve,-1,1,0.1604,-1.4425,1.7633,0.668811,Fig1a,0.6644,0.5461,,0.7731,0.4012,,,,,,,,,,,,,,,,,,,,,,,
y,46,JDAT,Gentle,2001,Great tit,Parus major,N,Eurasian sparrowhawk,Accipiter nisus,Bird,A,Field,VG,non-breeding,within,3 weeks,21,after,disturbance,F,A,19,19,8,11,17,77,Physiology,Condition,Mass,ResidualFatReserve,-1,1,-0.4614,-1.3839,0.461,0.221512,Fig1a,0.9724,0.3598,,0.4832,0.3546,,,,,,,,,,,,,,,,,,,,,,,
